antecedent,consequent,confidence,lift,support
"[""4IN SQ 5/8D 1G SW RING"",""4SQ 1-1/2D BOX COMB KO"",""18-10      RED     WIRE CONN"",""4IN SQ FLAT BLANK COVER""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",0.9286452947259566,1.7158312560076068,0.11346263187819824
"[""10X1 PAN PHIL TAP SCR 100/BX"",""3/4 STL S/SCR EMT CPLG""]","[""3/4 STL S/SCR EMT CONN""]",0.982874617737003,5.215528771089179,0.10152252195337672
"[""10X1 PAN PHIL TAP SCR 100/BX"",""3/4 STL S/SCR EMT CPLG""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",0.9932721712538226,1.8352404807723541,0.10259650009476277
"[""8-10X7/8 PLSTC WALL ANCH"",""4IN SQ FLAT BLANK COVER""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",0.9098541758727353,1.6811114450670628,0.13007770547728853
"[""GRND SCR W/12SOL PIGTAIL"",""10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE"",""4IN SQ FLAT BLANK COVER""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",0.9634146341463414,1.7800735664646246,0.10480763156232233
"[""10X1 PAN PHIL TAP SCR 100/BX"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",0.9124203821656051,1.68585295077616,0.10859814264956726
"[""8-10X7/8 PLSTC WALL ANCH"",""4SQ 1-1/2D BOX COMB KO"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE"",""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""18-10      RED     WIRE CONN""]",0.9595671981776766,2.8008462437681065,0.10645018636679512
"[""8-10X7/8 PLSTC WALL ANCH"",""4SQ 1-1/2D BOX COMB KO"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE"",""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""4IN SQ FLAT BLANK COVER""]",0.9197038724373576,2.677085803017825,0.10202792343167603
"[""GRND SCR W/12SOL PIGTAIL"",""4IN SQ 5/8D 1G SW RING"",""4SQ 1-1/2D BOX COMB KO"",""18-10      RED     WIRE CONN""]","[""4IN SQ FLAT BLANK COVER""]",0.9165707710011507,2.667965931257303,0.1006380693663529
"[""2 EMT 90 ELBOW""]","[""\""2\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",0.9724448897795591,4.675829331810644,0.1226230336723735
"[""4IN SQ FLAT BLANK COVER"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",0.9670624281884336,1.78681349081297,0.15951734158822414
"[""8-10X7/8 PLSTC WALL ANCH"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",0.9464375947448206,1.7487055780571688,0.11832712110682923
"[""3/4 STL S/SCR EMT CONN"",""8-10X7/8 PLSTC WALL ANCH""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",0.9900249376558603,1.8292406604592755,0.10032219344241582
"[""8-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE"",""4IN SQ FLAT BLANK COVER""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",0.9599774520856821,1.7737227838291423,0.1075873396929686
